show,season,unique_id,full_name,age,hometown,occupation
Bachelorette,12,12_JONATHAN_H,Jonathan Hamilton,29,"Vancouver, British Columbia",Technical Sales Rep
Bachelorette,12,12_JORDAN_R,Jordan Rodgers,27,"Chico, California",Former Pro Quarterback
Bachelorette,12,12_LUKE_P,Luke Pell,31,"Burnet, Texas",War Veteran
Bachelorette,12,12_NICK_B,Nick Benvenutti,33,"Carthage, Illinois",Electrical Engineer
Bachelorette,12,12_NICK_S,Nick Sharp,26,"San Francisco, California",Software Salesman
Bachelorette,12,12_PETER_M,Peter Medina,26,"Rockdale, Illinois",Staffing Agency Manager
Bachelorette,12,12_ROBBY_H,Robby Hayes,27,"St. Augustine, Florida",Former Competitive Swimmer
Bachelorette,12,12_SAL_D,Sal DeJulio,28,"Hubbard, Ohio",Operations Manager
Bachelorette,12,12_VINCENT_V,"Vincent ""Vinny"" Ventiera",28,"Kings Park, New York",Barber
Bachelorette,12,12_WELLS_A,Wells Adams,31,"Monterey, California",Radio DJ
Bachelorette,12,12_WILL_H,Will Haduch,26,"Jersey City, New Jersey",Civil Engineer
Bachelor,13,13_ANN_L,Ann Lueders,24,"Phoenix, Arizona",Flight Attendant
Bachelor,13,13_DOMINIQUE_C,Dominique Carta,26,"Mt. Carmel, Pennsylvania",Medical Sales Rep.
Bachelor,13,13_EMILY_H,Emily Hillis,23,"Seattle, Washington",Casino Marketing Rep.
Bachelor,13,13_ERICA_D,Erica DeSimone,25,"Monroe, Connecticut",Account Executive
Bachelor,13,13_JACKIE_H,Jackie Hickey,26,"Springfield, Massachusetts",Wedding Coordinator
Bachelor,13,13_JILLIAN_H,Jillian Harris,29,"Peace River, Alberta",Interior Designer
Bachelor,13,13_JULIE_D,Julie Dermotta,26,"Columbus, Ohio",Teacher
Bachelor,13,13_KARI_F,Kari Fajen,27,"Lee's Summit, Missouri",Account Executive
Bachelor,13,13_LAUREN_W,Lauren Wanger,27,"Marlboro, New Jersey",Teacher
Bachelor,13,13_LISA_G,Lisa Gonzalez,28,"Boise, Idaho",Public Relations Associate
Bachelor,13,13_MEGAN_P,Megan Parris,25,"Sewickley, Pennsylvania",Single Mother and Lacrosse Coach
Bachelor,13,13_MELISSA_R,Melissa Rycroft,25,"Dallas, Texas",Sales Representative
Bachelor,13,13_MOLLY_M,Molly Malaney,24,"Brookfield, Wisconsin",Department Store Buyer
Bachelor,13,13_NAOMI_C,Naomi Rose Crespo,24,"Carlsbad, California",Flight Attendant
Bachelor,13,13_NATALIE_G,Natalie Getz,27,"Morton, Illinois",Human Resources Recruiter
Bachelor,13,13_NIKKI_K,"Nicole ""Nikki"" Kaapke",29,"Blue Island, Illinois",Administrative Assistant
Bachelor,13,13_NICOLE_M,Nicole Mah,25,"Calgary, Alberta",Menswear Buyer
Bachelor,13,13_RAQUEL_M,Raquel Medeiros,27,"Recife, Pernambuco, Brazil",Medical Student
Bachelor,13,13_RENEE_S,Renee Simlak,36,"Southfield, Michigan",Jewelry Designer
Bachelor,13,13_SHANNON_B,Shannon Bair,29,"Marshall, Missouri",Dental Hygienist
Bachelor,13,13_SHARON_S,Sharon Staebell,32,"Batavia, New York",Teacher
Bachelor,13,13_SHELBY_G,Shelby Gillespie,23,"Stockton, California",Account Executive
Bachelor,13,13_STACIA_M,Stacia Mann,24,"Orem, Utah",Single Mother & Charity Accountant
Bachelor,13,13_STEPHANIE_H,Stephanie Hogan,34,"Huntsville, Alabama",Single Mother & Medical Marketing Rep.
Bachelor,13,13_TREASURE_M,Treasure Morgan,28,"Salt Lake City, Utah",Single Mother and Nurse Practitioner
Bachelorette,13,13_ADAM_G,Adam Gottschalk,27,"Dallas, Texas",Real Estate Agent
Bachelorette,13,13_ALEX_B,Alex Bordyukov,28,"Grosse Pointe, Michigan",Information Systems Supervisor
Bachelorette,13,13_ANTHONY_B,Anthony Battle,26,"Chicago, Illinois",Education Software Manager
Bachelorette,13,13_BLAKE_E,Blake Elarbee,31,"Marina del Rey, California",Aspiring Drummer
Bachelorette,13,13_BLAKE_K,Blake Killpack,29,"San Francisco, California",U.S. Marine Veteran
Bachelorette,13,13_BRADY_E,Brady Ervin,29,"Eden Prairie, Minnesota",Male Model
Bachelorette,13,13_BRYAN_A,Bryan Abasolo,37,"Miami, Florida",Chiropractor
Bachelorette,13,13_BRYCE_P,Bryce Powers,30,"Orlando, Florida",Firefighter
Bachelorette,13,13_DEAN_U,Dean Unglert,26,"Aspen, Colorado",Startup Recruiter
Bachelorette,13,13_DEMARIO_J,DeMario Jackson,30,"Century City, California",Executive Recruiter
Bachelorette,13,13_ERIC_B,Eric Bigger,29,"Baltimore, Maryland",Personal Trainer
Bachelorette,13,13_FRED_J,Fred Johnson,27,"Dallas, Texas",Executive Assistant
Bachelorette,13,13_GRANT_H,Grant Hubsher,29,"Palm Harbor, Florida",Emergency Medicine Physician
Bachelorette,13,13_IGGY_R,"Ignacio ""Iggy"" Rodriguez",30,"Pasadena, California",Consulting Firm CEO
Bachelorette,13,13_JACK_S,Jack Stone,32,"Dallas, Texas",Attorney
Bachelorette,13,13_JAMEY_K,Jamey Kocan,32,"Santa Monica, California",Sales Account Executive
Bachelorette,13,13_JEDIDIAH_B,Jedidiah Ballard,35,"Augusta, Georgia",ER Physician
Bachelorette,13,13_JONATHAN_T,Jonathan Treece,31,"New Smyrna Beach, Florida",Tickle Monster
Bachelorette,13,13_JOSIAH_G,Josiah Graham,28,"Plantation, Florida",Prosecuting Attorney
Bachelorette,13,13_DIGGY_M,"Kenneth ""Diggy"" Moreland",31,"Chicago, Illinois",Senior Inventory Analyst
Bachelorette,13,13_KENNY_L,Kenny Layne,35,"Orlando, Florida",Professional Wrestler
Bachelorette,13,13_KYLE_S,Kyle Sherwood,26,"Stratford, Connecticut",Marketing Consultant
Bachelorette,13,13_LEE_G,Lee Garrett,30,"Jacksonville, Florida",Singer/Songwriter
Bachelorette,13,13_LUCAS_Y,Lucas Yancey,30,"Woodside, California",Whaboom
Bachelorette,13,13_MATT_M,"Matthew ""Matt"" Munson",32,"Meriden, Connecticut",Construction Sales Rep
Bachelorette,13,13_MICHAEL_B,Michael Black,26,"Chicago, Illinois",Former Professional Basketball Player
Bachelorette,13,13_MILTON_L,Milton LaCroix,31,"North Bay Village, Florida",Hotel Recreation Supervisor
Bachelorette,13,13_MOHIT_S,Mohit Sehgal,26,"Pacifica, California",Product Manager
Bachelorette,13,13_PETER_K,Peter Kraus,31,"Madison, Wisconsin",Business Owner
Bachelorette,13,13_ROB_H,"Robert ""Rob"" Howard",30,"Calgary, Alberta",Law Student
Bachelorette,13,13_WILL_G,Will Gaskins,28,"White Plains, New York",Sales Manager
Bachelor,14,14_LEX_M,"Alexa ""Lex"" McAllister",25,"Galloway, Ohio",Entrepreneur
Bachelor,14,14_ALI_F,Ali Fedotowsky,25,"Williamstown, Massachusetts",Advertising Account Manager
Bachelor,14,14_ASHLEIGH_H,Ashleigh Hunt,25,"North Potomac, Maryland",Account Manager
Bachelor,14,14_ASHLEY_E,Ashley Elmore,29,"Pittsburgh, Pennsylvania",Teacher
Bachelor,14,14_CAITLYN_M,Caitlyn McCabe,24,"Winfield, Illinois",Spokesmodel
Bachelor,14,14_CHANNY_C,Channy Choch,29,"Santa Rosa, California",Mortgage Loan Officer
Bachelor,14,14_CRISTINA_M,Christina McCasland,25,"San Diego, California",Restaurant Manager
Bachelor,14,14_CORRIE_A,Corrie Adamson,23,"Kissimmee, Florida",Wardrobe Consultant
Bachelor,14,14_ELIZABETH_KI,Elizabeth Kitt,29,"Imperial, Nebraska",Nanny
Bachelor,14,14_ELIZABETH_KR,Elizabeth Kreft,29,"Union, Kentucky","Captain, Air National Guard"
Bachelor,14,14_ELLA_N,Ella Nolan,30,"La Follette, Tennessee",Hair Stylist
Bachelor,14,14_EMILY_H,Emily Harkins,23,"West Chester, Ohio",Fitness Model
Bachelor,14,14_GIA_A,Gia Allemand,26,"New York, New York",Swimsuit Model
Bachelor,14,14_JESSIE_S,Jessie Sulidis,25,"Oakville, Ontario",Cosmetic Sales Manager
Bachelor,14,14_KATHRYN_S,Kathryn Sherlock,25,"Lexington, Kentucky",Corporate Flight Attendant
Bachelor,14,14_KIMBERLY_S,Kimberly Sullivan,24,"Norman, Oklahoma",NBA Dancer
Bachelor,14,14_KIRSTEN_P,Kirsten Pittman,25,"Aurora, Colorado",Waitress
Bachelor,14,14_MICHELLE_K,Michelle Kujawa,26,"Anaheim, California",Office Manager
Bachelor,14,14_ROZLYN_P,Rozlyn Papa,28,"Richmond, Virginia",Model/Make-Up Artist
Bachelor,14,14_SHEILA_L,Sheila Marie Lidner,25,"Scottsdale, Arizona",Commercial Pilot
Bachelor,14,14_STEPHANIE_M,Stephanie Mueller,24,"Morris, Illinois",Dance Teacher
Bachelor,14,14_TENLEY_M,Tenley Molzahn,25,"Newberg, Oregon",College Admissions
Bachelor,14,14_TIANA_K,Tiana Kruzel,31,"Calgary, Alberta",Medical Technician
Bachelor,14,14_VALISHIA_S,Valishia Savage,32,"San Bernardino, California",Homemaker
Bachelor,14,14_VIENNA_G,Vienna Girardi,23,"Geneva, Florida",Marketing Representative
Bachelor,15,15_ALLI_T,Alli Travis,24,"Columbus, Ohio",Apparel merchant
Bachelor,15,15_ASHLEY_H,Ashley Hebert,26,"Madawaska, Maine",Dental Student
Bachelor,15,15_ASHLEY_S,Ashley Spivey,26,"Ellerbe, North Carolina",Nanny
Bachelor,15,15_BRITNEE_X,Britnee,25,"Holland, Pennsylvania",Paralegal
Bachelor,15,15_BRITT_B,Britt Billmaier,25,"Woodinville, Washington",Food writer
Bachelor,15,15_CHANTAL_O,Chantal O'Brien,28,"Mercer Island, Washington",Executive Assistant
Bachelor,15,15_CRISTY_C,Cristy Caserta,30,"Davie, Florida",Attorney
Bachelor,15,15_EMILY_M,Emily Maynard,25,"Morgantown, West Virginia",Children's Hospital Event Planner
Bachelor,15,15_JACKIE_G,Jackie Gordon,26,"Newport, Rhode Island",Artist
Bachelor,15,15_JESSICA_A,"Jessica ""J"" Adams",26,"Seattle, Washington",Operations Manager
Bachelor,15,15_JILL_R,Jill Ruskowski,28,"Frisco, Texas",Sales director
Bachelor,15,15_KELTIE_C,Keltie Colleen,28,"Sherwood Park, Alberta",Radio City Rockette
Bachelor,15,15_KIMBERLY_C,Kimberly Coon,27,"Orlando, Florida",Marketing Coordinator
Bachelor,15,15_LACEY_G,Lacey Garbelman,27,"Tampa, Florida",Insurance agent
Bachelor,15,15_LAUREN_M,Lauren Moore,26,"Culpeper, Virginia",High School Teacher
Bachelor,15,15_LINDSAY_H,Lindsay Hill,25,"Plano, Texas",First grade teacher
Bachelor,15,15_LISA_M,Lisa Morrisey,24,"Ottawa, Kansas",Marketing Coordinator
Bachelor,15,15_LISA_P,Lisa Pastrich,27,"Dix Hills, New York",Sales Consultant
Bachelor,15,15_MADISON_G,Madison Garton,25,"Vail, Colorado",Model
Bachelor,15,15_MARISSA_M,Marissa May,26,"Mesa, Arizona",Sports Publicist
Bachelor,15,15_MEGHAN_M,Meghan Merritt,30,"Princeton, New Jersey",Fashion Marketer
Bachelor,15,15_MELISSA_S,Melissa Schreiber,32,"Westport, Connecticut",Waitress
Bachelor,15,15_MICHELLE_M,Michelle Money,30,"Salt Lake City, Utah",Hair stylist
Bachelor,15,15_RAICHEL_G,Raichel Goodyear,29,"Fullerton, California",Manscaper
Bachelor,15,15_REBECCA_X,Rebecca,30,"Mission Viejo, California",Esthetician
Bachelor,15,15_RENEE_H,Renee Halpin,28,"Palos Hills, Illinois",Nanny
Bachelor,15,15_SARAH_L,Sarah Ledtke,25,"Saginaw, Michigan",Musical Theatre Performer
Bachelor,15,15_SARAH_P,Sarah Powell,27,"Denver, Colorado",Real Estate Broker
Bachelor,15,15_SHAWNTEL_N,Shawntel Newton,25,"Chico, California",Funeral Director
Bachelor,15,15_STACEY_Q,Stacey Quirpel,26,"Quincy, Massachusetts",Bartender
Bachelor,16,16_AMBER_B,Amber Bacon,23,"Port Coquitlam, British Columbia",Labor and delivery nurse
Bachelor,16,16_AMBER_T,Amber Tierney,28,"Waverly, Nebraska",Critical care nurse
Bachelor,16,16_ANNA_S,Anna Snowball,25,"Detroit, Michigan",Student
Bachelor,16,16_BLAKELEY_J,Blakeley Jones,33,"Rutherfordton, North Carolina",VIP cocktail waitress
Bachelor,16,16_BRITTNEY_S,Brittney Schreiner,26,"Colorado Springs, Colorado",Medical sales representative
Bachelor,16,16_CASEY_S,Casey Shteamer,26,"Leawood, Kansas",Trading clerk
Bachelor,16,16_COURTNEY_R,Courtney Robertson,28,"Scottsdale, Arizona",Model
Bachelor,16,16_DIANNA_M,Dianna Martinez,30,"San Gabriel, California",Nonprofit director
Bachelor,16,16_ELYSE_M,Elyse Myers,24,"Chicago, Illinois",Personal trainer
Bachelor,16,16_EMILY_O,Emily O'Brien,27,"Chapel Hill, North Carolina",PhD Student
Bachelor,16,16_ERIKA_U,Erika Uhlig,23,"Charlottesville, Virginia",Law student
Bachelor,16,16_HOLLY_J,Holly Johnson,34,"Salyersville, Kentucky",Pharmaceutical sales representative
Bachelor,16,16_JACLYN_S,Jaclyn Swartz,27,"Newton, Massachusetts",Advertising account manager
Bachelor,16,16_JAMIE_O,Jamie Otis,25,"Dryden, New York",Registered nurse
Bachelor,16,16_JENNA_B,Jenna Burke,27,"Loveland, Ohio",Blogger
Bachelor,16,16_JENNIFER_F,Jennifer Fritsch,28,"Cache, Oklahoma",Accountant
Bachelor,16,16_KACIE_B,Kacie Boguskie,24,"Clarksville, Tennessee",Administrative assistant
Bachelor,16,16_LINDZI_C,Lindzi Cox,27,"Newcastle, Washington",Business development manager
Bachelor,16,16_LYNDSIE_J,Lyndsie James,29,"London, England",Internet entrepreneur
Bachelor,16,16_MONICA_S,Monica Spannbauer,33,"Yuba, California",Dental consultant
Bachelor,16,16_NICKI_S,Nicki Sterling,26,"Hurst, Texas",Dental hygienist
Bachelor,16,16_RACHEL_T,Rachel Truehart,27,"Southampton, Massachusetts",Fashion sales representative
Bachelor,16,16_SAMANTHA_L,Samantha Levey,26,"Pittsburgh, Pennsylvania",Advertising account manager
Bachelor,16,16_SHAWN_R,Shawn Reynolds,28,"Cincinnati, Ohio",Financial advisor
Bachelor,16,16_SHIRA_A,Shira Astrof,35,"Massapequa Park, New York",Actress
Bachelor,17,17_AMANDA_M,Amanda Meyer,26,"Bakersfield, California",Fit Model
Bachelor,17,17_ASHLEE_F,AshLee Frazier,32,"Houston, Texas",Personal Organizer
Bachelor,17,17_ASHLEY_H,Ashley Harper,25,"Garner, North Carolina",Fashion Model
Bachelor,17,17_ASHLEY_P,Ashley Palenkas,28,"Macomb, Michigan",Hair Stylist
Bachelor,17,17_BROOKE_B,Brooke Burchette,25,"Pittsburgh, Pennsylvania",Community Organizer
Bachelor,17,17_CATHERINE_G,Catherine Giudici,26,"Seattle, Washington",Graphic Designer
Bachelor,17,17_DANIELLA_M,Daniella McBride,24,"Belmont, California",Commercial Casting Associate
Bachelor,17,17_DESIREE_H,Desiree Hartsock,26,"Northglenn, Colorado",Bridal Stylist
Bachelor,17,17_DIANA_W,Diana Weeks Willardson,31,"Sandy, Utah",Salon Owner
Bachelor,17,17_JACKIE_P,Jackie Parr,25,"Ormond Beach, Florida",Cosmetics Consultant
Bachelor,17,17_KACIE_B,Kacie Boguskie,25,"Clarksville, Tennessee",Administrative Assistant
Bachelor,17,17_KATIE_L,Katie Levans,27,"Woodstock, Illinois",Yoga Instructor
Bachelor,17,17_KELLY_D,Kelly Dutton,28,"Chattanooga, Tennessee",Cruise Ship Entertainer
Bachelor,17,17_KERIANN_M,Keriann Miranda,29,"Agoura Hills, California",Entrepreneur
Bachelor,17,17_KRISTY_K,Kristy Kaminski,25,"Darien, Wisconsin",Model
Bachelor,17,17_LACEY_L,Lacey Latka,24,"Stevenson Ranch, California",Graduate Student
Bachelor,17,17_LAUREN_M,Lauren Marchetti,27,"Cranston, Rhode Island",Journalist
Bachelor,17,17_LESLEY_M,Lesley Murphy,24,"Fort Smith, Arkansas",Political Consultant
Bachelor,17,17_LESLIE_H,Leslie Hughes,28,"Ruskin, Florida",Poker Dealer
Bachelor,17,17_LINDSAY_Y,Lindsay Yenter,24,"Fort Bragg, North Carolina",Substitute Teacher
Bachelor,17,17_PAIGE_V,Paige Vigil,25,"Minnetonka, Minnesota",Jumbotron Operator
Bachelor,17,17_ROBYN_H,Robyn Howard,24,"Topeka, Kansas",Oil Field Account Manager
Bachelor,17,17_SARAH_H,Sarah Herron,26,"Evergreen, Colorado",Advertising Executive
Bachelor,17,17_SELMA_A,Selma Alameri,29,"Borrego Springs, California",Real Estate Dealer
Bachelor,17,17_TARYN_D,Taryn Renee Daniels,30,"Troutdale, Oregon",Health Club Manager
Bachelor,17,17_TIERRA_L,Tierra LiCausi,24,"Las Vegas, Nevada",Leasing Consultant
Bachelor,18,18_ALEXIS_M,Alexis Morgado,24,"Tampa, Florida",Communications Director/NHL Ice Girl
Bachelor,18,18_ALLI_R,Alli Restko,26,"Orland Park, Illinois",Nanny
Bachelor,18,18_AMY_J,Amy Jokinen,31,"Apopka, Florida",Massage Therapist
Bachelor,18,18_AMY_L,Amy Long,27,"Clermont, Florida",Local News Reporter
Bachelor,18,18_ANDI_D,Andi Dorfman,26,"Buckhead, Georgia",Assistant District Attorney
Bachelor,18,18_ASHLEY_P,Ashley Poe,25,"Roanoke, Texas",Grade School Teacher
Bachelor,18,18_CASSANDRA_F,Cassandra Ferguson,22,"Shelby Charter Township, Michigan",Former NBA Dancer
Bachelor,18,18_CHANTEL_F,Chantel Forrest,27,"Miami, Florida",Account Manager
Bachelor,18,18_CHELSIE_W,Chelsie Webster,24,"Lexington, Ohio",Science Educator
Bachelor,18,18_CHRISTINE_L,Christine Llano,23,"Miami, Florida",Police Support Specialist
Bachelor,18,18_CHRISTY_H,Christy Hansen,24,"Aurora, Illinois",Marketing Manager
Bachelor,18,18_CLARE_C,Clare Crawley,32,"Sacramento, California",Hairstylist
Bachelor,18,18_DANIELLE_R,Danielle Ronco,25,"Litchfield, Illinois",Psychiatric Nurse
Bachelor,18,18_ELISE_M,Elise Mosca,27,"Forty Fort, Pennsylvania",First Grade Teacher
Bachelor,18,18_KAT_H,Kat Hurd,29,"Iowa City, Iowa",Medical Sales Representative/NBA Dancer
Bachelor,18,18_KELLY_T,Kelly Travis,27,"Conyers, Georgia",Dog Lover
Bachelor,18,18_KYLIE_L,Kylie Lewis,23,"Rockford, Illinois",Interior Designer
Bachelor,18,18_LACY_F,Lacy Faddoul,25,"Antelope Acres, California",Nursing Home Owner
Bachelor,18,18_LAUREN_H,Lauren Higginson,25,"Edmond, Oklahoma",Mineral Coordinator
Bachelor,18,18_LAUREN_S,Lauren Solomon,26,"Austin, Texas",Music Composer
Bachelor,18,18_LUCY_A,"Lucinda ""Lucy"" Aragon",25,"Santa Barbara, California",Free Spirit
Bachelor,18,18_MAGGIE_G,Maggie Gantt,25,"Wagener, South Carolina",Personal Banker
Bachelor,18,18_NIKKI_F,Nikki Ferrell,26,"Kearney, Missouri",Pediatric Nurse
Bachelor,18,18_RENEE_O,Renee Oteri,32,"Martha's Vineyard, Massachusetts",Real Estate Agent
Bachelor,18,18_SHARLEEN_J,Sharleen Joynt,29,"Ottawa, Ontario",Opera Singer
Bachelor,18,18_VALERIE_E,Valerie Eredia,26,"Sutter, California",Personal Trainer
Bachelor,18,18_VICTORIA_L,Victoria Lima,24,"Porto Alegre, Brazil",Legal Assistant
Bachelor,19,19_ALISSA_G,Alissa Giambrone,24,"Hamilton, New Jersey",Flight Attendant
Bachelor,19,19_AMANDA_G,Amanda Goerlitz,24,"Lake in the Hills, Illinois",Ballet Teacher
Bachelor,19,19_AMBER_J,Amber James,29,"Kankakee, Illinois",Bartender
Bachelor,19,19_ASHLEY_I,Ashley Iaconetti,26,"Great Falls, Virginia",Journalist
Bachelor,19,19_ASHLEY_S,Ashley Salter,24,"Vinings, Georgia",Hair Stylist
Bachelor,19,19_BECCA_T,Becca Tilley,25,"Shreveport, Louisiana",Chiropractic Assistant
Bachelor,19,19_BO_S,Bo Stanley,25,"Carpinteria, California",Plus-Size Model
Bachelor,19,19_BRITT_N,Britt Nilsson,27,"Wolcott Mills, Michigan",Waitress
Bachelor,19,19_BRITTANY_F,Brittany Fetkin,26,"Temecula, California",WWE Diva-in-Training
Bachelor,19,19_CARLY_W,Carly Waddell,29,"Arlington, Texas",Cruise Ship Singer
Bachelor,19,19_JADE_R,Jade Roper,28,"Gering, Nebraska",Cosmetics Developer
Bachelor,19,19_JILLIAN_A,Jillian Anderson,25,"Howland, Ohio",News Producer
Bachelor,19,19_JORDAN_B,Jordan Branch,24,"Windsor, Colorado",Student
Bachelor,19,19_JUELIA_K,Juelia Kinney,30,"Beaverton, Oregon",Esthetician
Bachelor,19,19_KAITLYN_B,Kaitlyn Bristowe,29,"Leduc, Alberta",Dance Instructor
Bachelor,19,19_KARA_W,Kara Wilson,25,"Brownsville, Kentucky",High School Soccer Coach
Bachelor,19,19_KELSEY_P,Kelsey Poe,28,"Hudsonville, Michigan",Guidance Counselor
Bachelor,19,19_KIMBERLY_S,Kimberly Sherbach,28,"Wantagh, New York",Yoga Instructor
Bachelor,19,19_MACKENZIE_D,Mackenzie Deonigi,21,"Maple Valley, Washington",Dental Assistant
Bachelor,19,19_MEGAN_B,Megan Bell,24,"Brentwood, Tennessee",Make-Up Artist
Bachelor,19,19_MICHELLE_D,Michelle Davis,25,"Provo, Utah",Wedding Cake Baker
Bachelor,19,19_NICOLE_M,Nicole Meacham,31,"Scottsdale, Arizona",Real Estate Agent
Bachelor,19,19_NIKKI_D,Nikki Delventhal,26,"Hasbrouck Heights, New Jersey",Former NFL Cheerleader
Bachelor,19,19_REEGAN_C,Reegan Cornwell,28,"Manhattan Beach, California",Cadaver Tissue Saleswoman
Bachelor,19,19_SAMANTHA_S,Samantha Steffen,27,"Indianapolis, Indiana",Fashion Designer
Bachelor,19,19_TANDRA_S,Tandra Steiner,30,"Sandy, Utah",Executive Assistant
Bachelor,19,19_TARA_E,Tara Eddings,26,"Fort Lauderdale, Florida",Sport Fishing Enthusiast
Bachelor,19,19_TRACY_D,Tracy Darakis,29,"Wellington, Florida",Fourth Grade Teacher
Bachelor,19,19_TRINA_S,Trina Scherenberg,33,"Algonquin, Illinois",Special Education Teacher
Bachelor,19,19_WHITNEY_B,Whitney Bischoff,29,"Louisville, Kentucky",Fertility Nurse
Bachelor,20,20_MANDI_K,"Amanda ""Mandi"" Kremer",28,"Portland, Oregon",Dentist
Bachelor,20,20_AMANDA_S,Amanda Stanton,25,"Rancho Santa Margarita, California",Esthetician
Bachelor,20,20_AMBER_J,Amber James,30,"Kankakee, Illinois",Bartender
Bachelor,20,20_BECCA_T,Becca Tilley,26,"Shreveport, Louisiana",Chiropractic Assistant
Bachelor,20,20_BREANNE_R,Breanne Rice,30,"Seattle, Washington",Nutritional Therapist
Bachelor,20,20_CAILA_Q,Caila Quinn,24,"Hudson, Ohio",Software Sales Representative
Bachelor,20,20_EMILY_F,Emily Ferguson,23,"Las Vegas, Nevada",Waitress
Bachelor,20,20_HAYLEY_F,Haley Ferguson,23,"Las Vegas, Nevada",Waitress
Bachelor,20,20_IZZY_G,"Isabel ""Izzy"" Goodkind",24,"Branford, Connecticut",Graphic Designer
Bachelor,20,20_JACKIE_D,"Jacqueline ""Jackie"" Dion",23,"Newport Beach, California",Gerontologist
Bachelor,20,20_JAMI_L,Jami Letain,23,"St. Albert, Alberta",Bartender
Bachelor,20,20_JENNIFER_S,Jennifer Saviano,25,"Lauderdale Lakes, Florida",Small Business Owner
Bachelor,20,20_JESSICA_M,Jessica Moser,23,"Boca Raton, Florida",Accountant
Bachelor,20,20_JOJO_F,"Joelle ""JoJo"" Fletcher",24,"Dallas, Texas",Real Estate Developer
Bachelor,20,20_JUBILEE_S,Jubilee Sharpe,24,"Fort Lauderdale, Florida",War Veteran
Bachelor,20,20_LACE_M,Lace Morris,25,"Denver, Colorado",Real Estate Agent
Bachelor,20,20_LAURA_E,Laura Esselman,24,"Louisville, Kentucky",Account Executive
Bachelor,20,20_LB_B,"Lauren ""LB"" Barr",23,"Stillwater, Oklahoma",Fashion Buyer
Bachelor,20,20_LAUREN_B,Lauren Bushnell,25,"West Linn, Oregon",Flight Attendant
Bachelor,20,20_LAUREN_H,Lauren Himle,25,"Dexter, Michigan",Kindergarten Teacher
Bachelor,20,20_LAUREN_R,Lauren Russell,26,"Houston, Texas",Math Teacher
Bachelor,20,20_LEAH_B,Leah Block,25,"Greenwood Village, Colorado",Event Planner
Bachelor,20,20_MAEGAN_M,Maegan Miller,30,"Visalia, California",Cowgirl
Bachelor,20,20_OLIVIA_C,Olivia Caridi,23,"Bristol, Virginia",Former News Anchor
Bachelor,20,20_RACHEL_T,Rachel Tchen,23,"Little Rock, Arkansas",Unemployed
Bachelor,20,20_SAMANTHA_P,Samantha Passmore,26,"New Smyrna Beach, Florida",Attorney
Bachelor,20,20_SHUSHANNA_M,Shushanna Mkrtychyan,27,"Salt Lake City, Utah",Mathematician
Bachelor,20,20_TIARA_S,Tiara Soleim,27,"Redmond, Washington",Chicken Enthusiast
Bachelor,21,21_ALEXIS_W,Alexis Waters,23,"Secaucus, New Jersey",Aspiring Dolphin Trainer
Bachelor,21,21_ANGELA_A,Angela Amezcua,26,"Cumberland, Maryland",Model
Bachelor,21,21_ASTRID_L,Astrid Loch,26,"Tampa, Florida",Plastic Surgery Office Manager
Bachelor,21,21_BRIANA_G,Briana Guertler,28,"Salt Lake City, Utah",Surgical Unit Nurse
Bachelor,21,21_BRITTANY_F,Brittany Farrar,26,"Santa Monica, California",Travel Nurse
Bachelor,21,21_CHRISTEN_W,Christen Whitney,25,"Martinsville, Indiana",Wedding Videographer
Bachelor,21,21_CORRINE_O,Corinne Olympios,24,"Miami, Florida",Business Owner
Bachelor,21,21_DANIELLE_L,Danielle Lombard,27,"Danville, California",Small Business Owner
Bachelor,21,21_DANIELLE_M,Danielle Maltby,31,"Colgate, Wisconsin",Neonatal Nurse
Bachelor,21,21_DOMINIQUE_A,Dominique Alexis,25,"Los Angeles, California",Restaurant Server
Bachelor,21,21_LIZ_S,"Elizabeth ""Liz"" Sandoz",29,"Scottsbluff, Nebraska",Doula
Bachelor,21,21_ELIZABETH_W,Elizabeth Whitelaw,24,"New Trier, Illinois",Marketing Manager
Bachelor,21,21_HAILEY_M,Hailey Merkt,23,"Vancouver, British Columbia",Photographer
Bachelor,21,21_IDA_D,Ida Marie DeLosSantos,23,"Harlingen, Texas",Sales Manager
Bachelor,21,21_JAIMI_K,Jaimi King,28,"New Orleans, Louisiana",Chef
Bachelor,21,21_JASMINE_B,Jasmine Brown,25,"Tacoma, Washington",Flight Attendant
Bachelor,21,21_JASMINE_G,Jasmine Goode,29,"Maplewood, New Jersey",Pro Basketball Dancer
Bachelor,21,21_JOSEPHINE_T,Josephine Tutman,24,"Santa Cruz, California",Registered Nurse
Bachelor,21,21_KRISTINA_S,Kristina Schulman,24,"Lexington, Kentucky",Dental Hygienist
Bachelor,21,21_LACEY_M,Lacey Mark,25,"Montville Township, New Jersey",Digital Marketing Manager
Bachelor,21,21_LAUREN_H,Lauren Hussey,30,"Naples, Florida",Law School Graduate
Bachelor,21,21_MICHELLE_R,Michelle Ramkissoon,24,"Los Angeles, California",Food Truck Owner
Bachelor,21,21_OLIVIA_B,Olivia Burnette,25,"Anchorage, Alaska",Apparel Sales Representative
Bachelor,21,21_RACHEL_L,Rachel Lindsay,31,"Dallas, Texas",Attorney
Bachelor,21,21_RAVEN_G,Raven Gates,25,"Hoxie, Arkansas",Fashion Boutique Owner
